"","locs2","Column","dates","notice","status","landref","locs","document","dates2","landref_cl","monthlies","duplic","lat","long","county","monthcats","vars"
"648","Kajiado",433,2015-07-03,"GAZETTENOTICENO4763","Lost","Kajiado/ Kaputiei- th/ 30158","district of Kajiado","Land Title Deed","03July2015","Kajiado/Kaputiei- th/30158","Jul2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",1
"649","Kajiado",6601,2015-12-31,"GAZETTENOTICENO9606","Lost","Kajiado/ Kaputiei- th/ 37726","district of Kajiado","Land Title Deed","31December2015","Kajiado/Kaputiei- th/37726","Dec2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"650","Kajiado",4814,2015-05-22,"GAZETTENOTICENO3461","Unknown","Kajiado/ Kaputiei- th/ 39699"" 39700","district of Kajiado","Land Title Deed","22May2015","Kajiado/Kaputiei- th/39699"" 39700","May2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",0
"651","Kajiado",3560,2016-03-18,"GAZETTENOTICENO1785","Lost","Kajiado/ Kaputiei- th/ 62028","district of Kajiado","Land Title Deed","18March2016","Kajiado/Kaputiei- th/62028","Mar2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"652","Kajiado",3561,2016-03-18,"GAZETTENOTICENO1785","Lost","Kajiado/ Kaputiei- th/ 71039","district of Kajiado","Land Title Deed","18March2016","Kajiado/Kaputiei- th/71039","Mar2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"653","Kajiado",6318,2015-05-29,"GAZETTENOTICENO3842","Lost","Kajiado/ Kaputiei- th/ 829","district of Kajiado","Land Title Deed","29May2015","Kajiado/Kaputiei- th/829","May2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",1
"654","Kajiado",5925,2015-08-28,"GAZETTENOTICENO6258","Lost","Kajiado/ Kaputiei South/ 1543","district of Kajiado","Land Title Deed","28August2015","Kajiado/Kaputiei South/1543","Aug2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",1
"655","Kajiado",3043,2016-04-15,"GAZETTENOTICENO2518","Lost","Kajiado/ Kaputiei th/ 10476","district of Kajiado","Land Title Deed","15April2016","Kajiado/Kaputiei th/10476","Apr2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"656","Kajiado",2651,2014-06-13,"GAZETTENOTICENO3951","Unknown","Kajiado/ Kaputiei th/ 11912","district of Kajiado","other","13June2014","Kajiado/Kaputiei th/11912","Jun2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",0
"657","Kajiado",1038,2014-06-06,"GAZETTENOTICENO3794","Lost","Kajiado/ Kaputiei th/ 15856","district of Kajiado","Land Title Deed","06June2014","Kajiado/Kaputiei th/15856","Jun2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",1
"658","Kajiado",2967,2014-11-14,"GAZETTENOTICENO8277-8282","Unknown","Kajiado/ Kaputiei th/ 1604","district of Kajiado","other","14November2014","Kajiado/Kaputiei th/1604","Nov2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",0
"659","Kajiado",432,2015-07-03,"GAZETTENOTICENO4763","Lost","Kajiado/ Kaputiei th/ 19290","district of Kajiado","Land Title Deed","03July2015","Kajiado/Kaputiei th/19290","Jul2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",1
"660","Kajiado",1530,2016-04-08,"GAZETTENOTICENO2390","Lost","Kajiado/ Kaputiei th/ 20562","district of Kajiado","Land Title Deed","08April2016","Kajiado/Kaputiei th/20562","Apr2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"661","Kajiado",577,2016-03-04,"GAZETTENOTICENO1377","Lost","Kajiado/ Kaputiei th/ 24574","district of Kajiado","Land Title Deed","04March2016","Kajiado/Kaputiei th/24574","Mar2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"662","Kajiado",498,2014-10-03,"GAZETTENOTICENO6904","Lost","Kajiado/ Kaputiei th/ 2669","district of Kajiado","Land Title Deed","03October2014","Kajiado/Kaputiei th/2669","Oct2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"663","Kajiado",499,2014-10-03,"GAZETTENOTICENO6905","Lost","Kajiado/ Kaputiei th/ 2671","district of Kajiado","Land Title Deed","03October2014","Kajiado/Kaputiei th/2671","Oct2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"664","Kajiado",6762,2014-10-31,"GAZETTENOTICENO7806","Lost","Kajiado/ Kaputiei th/ 26878","district of Kajiado","Land Title Deed","31October2014","Kajiado/Kaputiei th/26878","Oct2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"665","Kajiado",578,2016-03-04,"GAZETTENOTICENO1378","Lost","Kajiado/ Kaputiei th/ 32964","district of Kajiado","Land Title Deed","04March2016","Kajiado/Kaputiei th/32964","Mar2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"666","Kajiado",4988,2015-10-23,"GAZETTENOTICENO7890","Lost","Kajiado/ Kaputiei th/ 37382","district of Kajiado","Land Title Deed","23October2015","Kajiado/Kaputiei th/37382","Oct2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"667","Kajiado",2627,2014-06-13,"GAZETTENOTICENO3926","Lost","Kajiado/ Kaputiei th/ 39120","district of Kajiado","Land Title Deed","13June2014","Kajiado/Kaputiei th/39120","Jun2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",1
"668","Kajiado",1140,2016-05-06,"GAZETTENOTICENO3208","Lost","Kajiado/ Kaputiei th/ 40783","district of Kajiado","Land Title Deed","06May2016","Kajiado/Kaputiei th/40783","May2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"669","Kajiado",1139,2016-05-06,"GAZETTENOTICENO3208","Lost","Kajiado/ Kaputiei th/ 40783","district of Kajiado","Land Title Deed","06May2016","Kajiado/Kaputiei th/40783","May2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"670","Kajiado",6206,2014-08-29,"GAZETTENOTICENO6037","Unknown","Kajiado/ Kaputiei th/ 4275","district of Kajiado","other","29August2014","Kajiado/Kaputiei th/4275","Aug2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",0
"671","Kajiado",4394,2015-08-21,"GAZETTENOTICENO6133-6172","Unknown","Kajiado/ Kaputiei th/ 43351","district of Kajiado","other","21August2015","Kajiado/Kaputiei th/43351","Aug2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",0
"672","Kajiado",5065,2015-04-24,"GAZETTENOTICENO2689","Lost","Kajiado/ Kaputiei th/ 51946","district of Kajiado","Land Title Deed","24April2015","Kajiado/Kaputiei th/51946","Apr2015",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - Apr, 2015",1
"673","Kajiado",2049,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","Kajiado/ Kaputiei th/ 5610","district of Kajiado","Land Title Deed","11December2014","Kajiado/Kaputiei th/5610","Dec2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"674","Kajiado",6760,2014-10-31,"GAZETTENOTICENO7806","Lost","Kajiado/ Kaputiei th/ 8242","district of Kajiado","Land Title Deed","31October2014","Kajiado/Kaputiei th/8242","Oct2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"675","Kajiado",3920,2014-09-19,"GAZETTENOTICENO6561-6564","Lost","Kajiado/ Kaputiei th/ 9072","district of Kajiado","Green Card","19September2014","Kajiado/Kaputiei th/9072","Sep2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"676","Kajiado",3987,2015-02-20,"GAZETTENOTICENO1168","Lost","Kajiado/ Kaputiei th/ 931","district of Kajiado","Green Card","20February2015","Kajiado/Kaputiei th/931","Feb2015",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - Apr, 2015",1
"677","Kajiado",6124,2016-04-29,"GAZETTENOTICENO2928","Lost","Kajiado/ Kaputiei th/ 9604","district of Kajiado","Land Title Deed","29April2016","Kajiado/Kaputiei th/9604","Apr2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"678","Kajiado",4815,2015-05-22,"GAZETTENOTICENO3461","Unknown","Kajiado/ Kaputiei"" th/ 39711"" 39716","district of Kajiado","Land Title Deed","22May2015","Kajiado/Kaputiei"" th/39711"" 39716","May2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",0
"679","Kajiado",1690,2015-05-08,"GAZETTENOTICENO3151-3261","Lost","Kajiado/ Kaputiei"" th/ 5913","district of Kajiado","Land Title Deed","08May2015","Kajiado/Kaputiei"" th/5913","May2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",1
"680","Kajiado",6602,2015-12-31,"GAZETTENOTICENO9607","Lost","Kajiado/ Kipeto/ 10578","district of Kajiado","Land Title Deed","31December2015","Kajiado/Kipeto/10578","Dec2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"681","Kajiado",6603,2015-12-31,"GAZETTENOTICENO9608","Lost","Kajiado/ Kipeto/ 8084","district of Kajiado","Land Title Deed","31December2015","Kajiado/Kipeto/8084","Dec2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"682","Kajiado",6604,2015-12-31,"GAZETTENOTICENO9608","Lost","Kajiado/ Kipeto/ 8085","district of Kajiado","Land Title Deed","31December2015","Kajiado/Kipeto/8085","Dec2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"683","Kajiado",4489,2014-11-21,"GAZETTENOTICENO8413","Lost","Kajiado/ Kisaju/ 11046","district of Kajiado","Land Title Deed","21November2014","Kajiado/Kisaju/11046","Nov2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"684","Kajiado",4508,2014-11-21,"GAZETTENOTICENO8462-8465","Unknown","Kajiado/ Kisaju/ 1184","district of Kajiado","other","21November2014","Kajiado/Kisaju/1184","Nov2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",0
"685","Kajiado",1382,2014-11-07,"GAZETTENOTICENO8027","Lost","Kajiado/ Kisaju/ 1375","district of Kajiado","Land Title Deed","07November2014","Kajiado/Kisaju/1375","Nov2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"686","Kajiado",451,2015-07-03,"GAZETTENOTICENO4825","Unknown","Kajiado/ Kisaju/ 1623","district of Kajiado","other","03July2015","Kajiado/Kisaju/1623","Jul2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",0
"687","Kajiado",2318,2016-02-12,"GAZETTENOTICENO739","Lost","Kajiado/ Kisaju/ 2155","district of Kajiado","Land Title Deed","12February2016","Kajiado/Kisaju/2155","Feb2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"688","Kajiado",646,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Kajiado/ Kisaju/ 3196","district of Kajiado","Land Title Deed","04September2015","Kajiado/Kisaju/3196","Sep2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"689","Kajiado",935,2014-09-05,"GAZETTENOTICENO6179","Unknown","Kajiado/ Kisaju/ 3736","district of Kajiado","other","05September2014","Kajiado/Kisaju/3736","Sep2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",0
"690","Kajiado",5792,2014-06-27,"GAZETTENOTICENO4332","Unknown","Kajiado/ Kisaju/ 4102","district of Kajiado","other","27June2014","Kajiado/Kisaju/4102","Jun2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",0
"691","Kajiado",5793,2014-06-27,"GAZETTENOTICENO4333","Unknown","Kajiado/ Kisaju/ 513","district of Kajiado","other","27June2014","Kajiado/Kisaju/513","Jun2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",0
"692","Kajiado",6795,2014-10-31,"GAZETTENOTICENO7886","Unknown","Kajiado/ Kisaju/ 517","district of Kajiado","other","31October2014","Kajiado/Kisaju/517","Oct2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",0
"693","Kajiado",3657,2015-09-18,"GAZETTENOTICENO6938","Unknown","Kajiado/ Kisaju/ 7950 and 7955","district of Kajiado","other","18September2015","Kajiado/Kisaju/7950 and 7955","Sep2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",0
"694","Kajiado",5341,2014-10-24,"GAZETTENOTICENO7604","Lost","Kajiado/ Kitengcla/ 15980. and whereas sufficient evidence has been adduced to show","district of Kajiado","Land Title Deed","24October2014","Kajiado/Kitengcla/15980. and whereas sufficient evidence has been adduced to show","Oct2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"695","Kajiado",6257,2016-01-29,"GAZETTENOTICENO436","Lost","Kajiado/ Kitengela/ 12828","district of Kajiado","Land Title Deed","29January2016","Kajiado/Kitengela/12828","Jan2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"696","Kajiado",2581,2015-02-13,"GAZETTENOTICENO887","Lost","Kajiado/ Kitengela/ 12934","district of Kajiado","Land Title Deed","13February2015","Kajiado/Kitengela/12934","Feb2015",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - Apr, 2015",1
"697","Kajiado",4635,2014-08-22,"GAZETTENOTICENO5763","Lost","Kajiado/ Kitengela/ 13192","district of Kajiado","Land Title Deed","22August2014","Kajiado/Kitengela/13192","Aug2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",1
"698","Kajiado",4634,2014-08-22,"GAZETTENOTICENO5762","Lost","Kajiado/ Kitengela/ 13197","district of Kajiado","Land Title Deed","22August2014","Kajiado/Kitengela/13197","Aug2014",TRUE,-1.8420731,36.7918599,"Kajiado","Apr - Aug, 2014",1
"699","Kajiado",6600,2015-12-31,"GAZETTENOTICENO9600","Lost","Kajiado/ Kitengela/ 13293","district of Kajiado","Land Title Deed","31December2015","Kajiado/Kitengela/13293","Dec2015",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2015",1
"700","Kajiado",5659,2014-09-26,"GAZETTENOTICENO6726-6784","Lost","Kajiado/ Kitengela/ 13730","district of Kajiado","Land Title Deed","26September2014","Kajiado/Kitengela/13730","Sep2014",TRUE,-1.8420731,36.7918599,"Kajiado","Sep - Dec, 2014",1
"701","Kajiado",4088,2015-03-20,"GAZETTENOTICENO1815-1908","Lost","Kajiado/ Kitengela/ 13962","district of Kajiado","Land Title Deed","20March2015","Kajiado/Kitengela/13962","Mar2015",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - Apr, 2015",1
"702","Kajiado",6360,2015-04-30,"GAZETTENOTICENO2941","Lost","Kajiado/ Kitengela/ 13975","district of Kajiado","Land Title Deed","30April2015","Kajiado/Kitengela/13975","Apr2015",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - Apr, 2015",1
"703","Kajiado",2321,2016-02-12,"GAZETTENOTICENO745","Lost","Kajiado/ Kitengela/ 14529","district of Kajiado","Land Title Deed","12February2016","Kajiado/Kitengela/14529","Feb2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"704","Kajiado",2320,2016-02-12,"GAZETTENOTICENO744","Lost","Kajiado/ Kitengela/ 14552","district of Kajiado","Land Title Deed","12February2016","Kajiado/Kitengela/14552","Feb2016",TRUE,-1.8420731,36.7918599,"Kajiado","Jan - May, 2016",1
"705","Kajiado",4393,2015-08-21,"GAZETTENOTICENO6133-6172","Unknown","Kajiado/ Kitengela/ 14718","district of Kajiado","other","21August2015","Kajiado/Kitengela/14718","Aug2015",TRUE,-1.8420731,36.7918599,"Kajiado","May - Aug, 2015",0
